"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 00:00","2017","10","01","00:00","","3.4","","0.8","","83","","","","","","0","","24.1","","101.67","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 01:00","2017","10","01","01:00","","3.1","","0.4","","82","","","","28","","5","","24.1","","101.66","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 02:00","2017","10","01","02:00","","4.0","","1.1","","81","","","","24","","16","","24.1","","101.63","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 03:00","2017","10","01","03:00","","3.7","","1.0","","83","","","","24","","21","","24.1","","101.62","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 04:00","2017","10","01","04:00","","3.7","","0.8","","81","","","","22","","22","","24.1","","101.62","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 05:00","2017","10","01","05:00","","2.8","","0.4","","84","","","","23","","21","","24.1","","101.62","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 06:00","2017","10","01","06:00","","2.9","","0.8","","86","","","","24","","18","","48.3","","101.62","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 07:00","2017","10","01","07:00","","4.7","","1.6","","81","","","","23","","24","","48.3","","101.63","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 08:00","2017","10","01","08:00","","7.2","","3.0","","74","","","","24","","21","","48.3","","101.64","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 09:00","2017","10","01","09:00","","9.9","","3.4","","64","","","","24","","23","","48.3","","101.63","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 10:00","2017","10","01","10:00","","11.5","","4.3","","61","","","","23","","28","","48.3","","101.60","","","","","","Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 11:00","2017","10","01","11:00","","13.3","","5.1","","57","","","","25","","27","","48.3","","101.53","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 12:00","2017","10","01","12:00","","14.5","","6.0","","56","","","","22","","31","","48.3","","101.43","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 13:00","2017","10","01","13:00","","15.9","","5.9","","51","","","","25","","30","","48.3","","101.34","","","","","","Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 14:00","2017","10","01","14:00","","16.7","","6.1","","49","","","","24","","32","","48.3","","101.24","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 15:00","2017","10","01","15:00","","16.5","","5.8","","49","","","","25","","31","","48.3","","101.22","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 16:00","2017","10","01","16:00","","16.0","","6.3","","52","","","","23","","26","","48.3","","101.20","","","","","","Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 17:00","2017","10","01","17:00","","14.7","","6.1","","56","","","","25","","19","","48.3","","101.26","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 18:00","2017","10","01","18:00","","10.8","","5.6","","70","","","","25","","14","","48.3","","101.31","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 19:00","2017","10","01","19:00","","9.8","","5.6","","75","","","","23","","13","","24.1","","101.38","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 20:00","2017","10","01","20:00","","9.9","","5.8","","75","","","","23","","14","","24.1","","101.43","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 21:00","2017","10","01","21:00","","10.0","","6.4","","78","","","","23","","17","","24.1","","101.47","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 22:00","2017","10","01","22:00","","8.8","","5.8","","81","","","","28","","7","","24.1","","101.52","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-01 23:00","2017","10","01","23:00","","7.8","","5.6","","86","","","","35","","5","","24.1","","101.54","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-02 00:00","2017","10","02","00:00","","6.4","","4.9","","90","","","","12","","4","","24.1","","101.61","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-02 01:00","2017","10","02","01:00","","5.9","","4.3","","90","","","","10","","5","","24.1","","101.66","","","","","","Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-02 02:00","2017","10","02","02:00","","6.0","","4.1","","88","","","","2","","7","","24.1","","101.67","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-02 03:00","2017","10","02","03:00","","5.2","","3.5","","89","","","","34","","5","","24.1","","101.71","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-02 04:00","2017","10","02","04:00","","5.8","","3.5","","85","","","","34","","5","","24.1","","101.74","","","","","","Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-02 05:00","2017","10","02","05:00","","6.1","","4.6","","90","","","","9","","5","","24.1","","101.83","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-02 06:00","2017","10","02","06:00","","6.3","","3.9","","84","","","","3","","7","","48.3","","101.95","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-02 07:00","2017","10","02","07:00","","7.8","","5.0","","83","","","","1","","4","","48.3","","102.06","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-02 08:00","2017","10","02","08:00","","11.3","","6.5","","72","","","","6","","13","","48.3","","102.17","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-02 09:00","2017","10","02","09:00","","12.2","","6.1","","66","","","","11","","22","","48.3","","102.27","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-02 10:00","2017","10","02","10:00","","12.0","","5.1","","62","","","","9","","22","","48.3","","102.30","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-02 11:00","2017","10","02","11:00","","12.7","","5.0","","59","","","","10","","21","","48.3","","102.33","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-02 12:00","2017","10","02","12:00","","12.7","","4.6","","58","","","","10","","20","","48.3","","102.33","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-02 13:00","2017","10","02","13:00","","13.2","","4.1","","54","","","","10","","24","","48.3","","102.30","","","","","","Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-10-02 14:00","2017","10","02","14:00","","13.9","","3.6","","50","","","","10","","18","","48.3","","102.32","","","","","","NA"
