"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-71.39","46.79","QUEBEC INTL A","7016293","2021-05-01 00:00","2021","05","01","00:00","","6.6","","6.3","","98","","","","25","","18","","16.1","","98.79","","","","","","Rain Showers"
"-71.39","46.79","QUEBEC INTL A","7016293","2021-05-01 01:00","2021","05","01","01:00","","6.7","","6.3","","97","","","","25","","16","","24.1","","98.80","","","","","","Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2021-05-01 02:00","2021","05","01","02:00","","7.3","","4.0","","79","","","","32","","12","","24.1","","98.92","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2021-05-01 03:00","2021","05","01","03:00","","6.2","","2.1","","75","","","","29","","11","","24.1","","99.08","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2021-05-01 04:00","2021","05","01","04:00","","4.9","","0.5","","73","","","","29","","9","","48.3","","99.20","","","","","","Mostly Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2021-05-01 05:00","2021","05","01","05:00","","4.2","","-1.1","","68","","","","29","","9","","48.3","","99.36","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2021-05-01 06:00","2021","05","01","06:00","","3.6","","-3.5","","60","","","","30","","14","","48.3","","99.47","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2021-05-01 07:00","2021","05","01","07:00","","4.1","","-2.7","","61","","","","31","","12","","48.3","","99.62","","","","","","Mostly Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2021-05-01 08:00","2021","05","01","08:00","","5.7","","-3.0","","53","","","","32","","11","","48.3","","99.67","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2021-05-01 09:00","2021","05","01","09:00","","6.0","","-7.5","","37","","","","29","","19","","48.3","","99.74","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2021-05-01 10:00","2021","05","01","10:00","","6.5","","-7.6","","36","","","","30","","18","","48.3","","99.82","","","","","","Mostly Cloudy"
