"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 00:00","2017","03","01","00:00","","0.0","","-3.6","","77","","","","7","","9","","24.1","","100.45","","","","-3","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 01:00","2017","03","01","01:00","","-0.3","","-2.1","","88","","","","5","","14","","24.1","","100.33","","","","-5","","Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 02:00","2017","03","01","02:00","","-0.1","","-1.4","","91","","","","6","","9","","24.1","","100.20","","","","-3","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 03:00","2017","03","01","03:00","","0.0","","-1.3","","91","","","","5","","11","","24.1","","100.05","","","","-4","","Rain Showers"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 04:00","2017","03","01","04:00","","0.0","","-1.0","","93","","","","5","","12","","16.1","","99.95","","","","-4","","Rain"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 05:00","2017","03","01","05:00","","-0.1","","-1.0","","94","","","","5","","10","","9.7","","99.87","","","","-3","","Freezing Rain"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 06:00","2017","03","01","06:00","","0.0","","-0.7","","95","","","","7","","11","","9.7","","99.78","","","","-4","","Rain,Fog"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 07:00","2017","03","01","07:00","","-0.1","","-0.8","","95","","","","5","","16","","4.0","","99.62","","","","-5","","Freezing Rain,Fog"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 08:00","2017","03","01","08:00","","0.2","","-0.5","","95","","","","6","","16","","4.0","","99.46","","","","","","Rain,Fog"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 09:00","2017","03","01","09:00","","0.3","","-0.3","","96","","","","6","","15","","3.2","","99.33","","","","","","Rain,Fog"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 10:00","2017","03","01","10:00","","0.5","","-0.1","","96","","","","6","","16","","2.4","","99.17","","","","","","Rain,Fog"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 11:00","2017","03","01","11:00","","0.6","","0.0","","96","","","","7","","14","","1.6","","98.92","","","","","","Rain,Fog"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 12:00","2017","03","01","12:00","","0.6","","0.2","","97","","","","7","","14","","1.6","","98.73","","","","","","Rain,Fog"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 13:00","2017","03","01","13:00","","0.9","","0.5","","97","","","","8","","16","","1.6","","98.54","","","","","","Rain,Fog"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 14:00","2017","03","01","14:00","","0.8","","0.4","","97","","","","8","","16","","1.6","","98.40","","","","","","Rain,Fog"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 15:00","2017","03","01","15:00","","1.0","","0.6","","97","","","","7","","19","","4.0","","98.29","","","","","","Rain,Fog"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 16:00","2017","03","01","16:00","","0.9","","0.3","","96","","","","8","","13","","4.8","","98.22","","","","","","Rain,Fog"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 17:00","2017","03","01","17:00","","1.0","","0.4","","96","","","","9","","25","","8.1","","98.10","","","","","","Rain"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 18:00","2017","03","01","18:00","","0.8","","-0.1","","94","","","","8","","24","","16.1","","98.11","","","","","","Rain"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 19:00","2017","03","01","19:00","","0.4","","-0.5","","94","","","","7","","22","","12.9","","98.12","","","","","","Rain"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 20:00","2017","03","01","20:00","","0.0","","-0.9","","94","","","","8","","26","","16.1","","98.12","","","","-6","","Rain"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 21:00","2017","03","01","21:00","","0.0","","-1.0","","93","","","","9","","29","","12.9","","98.15","","","","-6","","Freezing Rain"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 22:00","2017","03","01","22:00","","-0.2","","-1.2","","93","","","","8","","25","","12.9","","98.06","","","","-6","","Freezing Rain"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-01 23:00","2017","03","01","23:00","","-0.2","","-1.2","","93","","","","8","","27","","12.9","","97.95","","","","-6","","Freezing Rain"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-02 00:00","2017","03","02","00:00","","-0.4","","-1.7","","91","","","","9","","26","","11.3","","97.88","","","","-7","","Freezing Rain"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-02 01:00","2017","03","02","01:00","","-0.6","","-1.9","","91","","","","9","","29","","12.9","","97.82","","","","-7","","Freezing Rain"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-02 02:00","2017","03","02","02:00","","-0.4","","-2.0","","89","","","","10","","22","","9.7","","97.77","","","","-6","","Freezing Rain"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-02 03:00","2017","03","02","03:00","","-0.9","","-2.2","","91","","","","9","","26","","9.7","","97.74","","","","-7","","Freezing Rain"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-02 04:00","2017","03","02","04:00","","-0.7","","-1.6","","94","","","","11","","17","","6.4","","97.80","","","","-6","","Snow"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-02 05:00","2017","03","02","05:00","","-0.8","","-1.5","","95","","","","12","","10","","6.4","","97.78","","","","-4","","Freezing Drizzle,Fog"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-02 06:00","2017","03","02","06:00","","-0.3","","-0.9","","96","","","","10","","3","","6.4","","97.77","","","","-1","","Snow,Fog"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-02 07:00","2017","03","02","07:00","","-0.2","","-0.8","","96","","","","21","","13","","6.4","","97.82","","","","-4","","Snow"
"-71.39","46.79","QUEBEC INTL A","7016293","2017-03-02 08:00","2017","03","02","08:00","","-2.0","","-3.1","","92","","","","23","","21","","4.0","","97.93","","","","-8","","Snow"
