"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 00:00","2019","06","01","00:00","","9.6","","4.4","","70","","","","24","","13","","24.1","","100.05","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 01:00","2019","06","01","01:00","","8.8","","3.7","","70","","","","3","","5","","24.1","","100.09","","","","","","Mostly Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 02:00","2019","06","01","02:00","","6.9","","2.9","","76","","","","34","","7","","24.1","","100.10","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 03:00","2019","06","01","03:00","","5.2","","2.5","","83","","","","1","","4","","48.3","","100.13","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 04:00","2019","06","01","04:00","","4.6","","1.9","","83","","","","","","0","","48.3","","100.18","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 05:00","2019","06","01","05:00","","4.8","","2.8","","87","","","","","","0","","48.3","","100.25","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 06:00","2019","06","01","06:00","","8.1","","2.4","","67","","","","","","0","","48.3","","100.32","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 07:00","2019","06","01","07:00","","10.6","","1.8","","54","","","","","","0","","48.3","","100.32","","","","","","Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 08:00","2019","06","01","08:00","","12.7","","2.3","","49","","","","6","","5","","48.3","","100.32","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 09:00","2019","06","01","09:00","","14.3","","2.6","","45","","","","16","","9","","48.3","","100.33","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 10:00","2019","06","01","10:00","","15.3","","2.2","","41","","","","23","","12","","48.3","","100.31","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 11:00","2019","06","01","11:00","","16.5","","2.2","","38","","","","20","","15","","48.3","","100.29","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 12:00","2019","06","01","12:00","","17.1","","3.8","","41","","","","20","","12","","48.3","","100.23","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 13:00","2019","06","01","13:00","","17.6","","6.1","","46","","","","16","","7","","48.3","","100.16","","","","","","Mostly Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 14:00","2019","06","01","14:00","","18.8","","5.1","","40","","","","17","","9","","48.3","","100.11","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 15:00","2019","06","01","15:00","","19.4","","3.1","","33","","","","24","","8","","48.3","","100.07","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 16:00","2019","06","01","16:00","","19.5","","3.5","","34","","","","20","","15","","48.3","","100.05","","","","","","Mostly Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 17:00","2019","06","01","17:00","","18.9","","2.9","","34","","","","21","","13","","48.3","","100.01","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 18:00","2019","06","01","18:00","","18.4","","3.1","","36","","","","26","","3","","48.3","","100.00","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 19:00","2019","06","01","19:00","","14.9","","6.0","","55","","","","","","0","","48.3","","100.03","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 20:00","2019","06","01","20:00","","12.4","","5.7","","63","","","","31","","5","","32.2","","100.04","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 21:00","2019","06","01","21:00","","11.0","","5.9","","71","","","","","","0","","24.1","","100.03","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 22:00","2019","06","01","22:00","","12.4","","5.5","","62","","","","2","","6","","24.1","","99.99","","","","","","Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-01 23:00","2019","06","01","23:00","","11.3","","6.3","","71","","","","4","","10","","24.1","","99.98","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2019-06-02 00:00","2019","06","02","00:00","","13.6","","4.5","","54","","","","7","","16","","24.1","","99.95","","","","","","NA"
